image_name,steering_angle,nav_command
yutsil_brown_25_06_2026_22_01_frame_1.jpeg,0.000000,1
yutsil_brown_25_06_2026_22_01_frame_2.jpeg,0.175000,1
yutsil_brown_25_06_2026_22_01_frame_3.jpeg,0.000000,1
yutsil_brown_25_06_2026_22_01_frame_4.jpeg,0.300000,1
yutsil_brown_25_06_2026_22_01_frame_5.jpeg,0.000000,1
yutsil_brown_25_06_2026_22_01_frame_6.jpeg,0.200000,1
yutsil_brown_25_06_2026_22_01_frame_7.jpeg,0.000000,1
yutsil_brown_25_06_2026_22_01_frame_8.jpeg,0.400000,1
yutsil_brown_25_06_2026_22_01_frame_9.jpeg,0.000000,1
yutsil_brown_25_06_2026_22_01_frame_10.jpeg,0.450000,1
yutsil_brown_25_06_2026_22_01_frame_11.jpeg,0.000000,1
yutsil_brown_25_06_2026_22_01_frame_12.jpeg,0.000000,1
yutsil_brown_25_06_2026_22_01_frame_13.jpeg,0.000000,1
yutsil_brown_25_06_2026_22_01_frame_14.jpeg,0.000000,1
yutsil_brown_25_06_2026_22_01_frame_15.jpeg,0.000000,1
yutsil_brown_25_06_2026_22_01_frame_16.jpeg,0.000000,1
yutsil_brown_25_06_2026_22_01_frame_17.jpeg,0.000000,1
yutsil_brown_25_06_2026_22_01_frame_18.jpeg,0.000000,1
yutsil_brown_25_06_2026_22_01_frame_19.jpeg,0.000000,1
yutsil_brown_25_06_2026_22_01_frame_20.jpeg,0.000000,1
yutsil_brown_25_06_2026_22_01_frame_21.jpeg,0.000000,1
yutsil_brown_25_06_2026_22_01_frame_22.jpeg,0.000000,1
yutsil_brown_25_06_2026_22_01_frame_23.jpeg,0.000000,1
yutsil_brown_25_06_2026_22_01_frame_24.jpeg,0.000000,1
yutsil_brown_25_06_2026_22_01_frame_25.jpeg,0.000000,1
yutsil_brown_25_06_2026_22_01_frame_26.jpeg,0.000000,1
yutsil_brown_25_06_2026_22_01_frame_27.jpeg,0.000000,1
yutsil_brown_25_06_2026_22_01_frame_28.jpeg,0.000000,1
yutsil_brown_25_06_2026_22_01_frame_29.jpeg,0.000000,1
yutsil_brown_25_06_2026_22_01_frame_30.jpeg,0.000000,1
yutsil_brown_25_06_2026_22_01_frame_31.jpeg,0.000000,1
yutsil_brown_25_06_2026_22_01_frame_32.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_33.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_34.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_35.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_36.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_37.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_38.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_39.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_40.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_41.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_42.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_43.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_44.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_45.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_46.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_47.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_48.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_49.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_50.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_51.jpeg,0.375000,2
yutsil_brown_25_06_2026_22_01_frame_52.jpeg,0.500000,2
yutsil_brown_25_06_2026_22_01_frame_53.jpeg,0.500000,2
yutsil_brown_25_06_2026_22_01_frame_54.jpeg,0.500000,2
yutsil_brown_25_06_2026_22_01_frame_55.jpeg,0.500000,2
yutsil_brown_25_06_2026_22_01_frame_56.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_57.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_58.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_59.jpeg,-0.100000,2
yutsil_brown_25_06_2026_22_01_frame_60.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_61.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_62.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_63.jpeg,-0.325000,2
yutsil_brown_25_06_2026_22_01_frame_64.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_65.jpeg,0.300000,2
yutsil_brown_25_06_2026_22_01_frame_66.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_67.jpeg,-0.075000,2
yutsil_brown_25_06_2026_22_01_frame_68.jpeg,0.125000,2
yutsil_brown_25_06_2026_22_01_frame_69.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_70.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_71.jpeg,0.025000,2
yutsil_brown_25_06_2026_22_01_frame_72.jpeg,0.050000,2
yutsil_brown_25_06_2026_22_01_frame_73.jpeg,0.500000,2
yutsil_brown_25_06_2026_22_01_frame_74.jpeg,0.050000,2
yutsil_brown_25_06_2026_22_01_frame_75.jpeg,0.050000,2
yutsil_brown_25_06_2026_22_01_frame_76.jpeg,0.050000,2
yutsil_brown_25_06_2026_22_01_frame_77.jpeg,0.050000,2
yutsil_brown_25_06_2026_22_01_frame_78.jpeg,0.400000,2
yutsil_brown_25_06_2026_22_01_frame_79.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_80.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_81.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_82.jpeg,0.150000,2
yutsil_brown_25_06_2026_22_01_frame_83.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_84.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_85.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_86.jpeg,0.025000,2
yutsil_brown_25_06_2026_22_01_frame_87.jpeg,0.050000,2
yutsil_brown_25_06_2026_22_01_frame_88.jpeg,0.400000,2
yutsil_brown_25_06_2026_22_01_frame_89.jpeg,0.125000,2
yutsil_brown_25_06_2026_22_01_frame_90.jpeg,0.150000,2
yutsil_brown_25_06_2026_22_01_frame_91.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_92.jpeg,-0.350000,2
yutsil_brown_25_06_2026_22_01_frame_93.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_94.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_95.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_96.jpeg,0.225000,2
yutsil_brown_25_06_2026_22_01_frame_97.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_98.jpeg,-0.300000,2
yutsil_brown_25_06_2026_22_01_frame_99.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_100.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_101.jpeg,-0.300000,2
yutsil_brown_25_06_2026_22_01_frame_102.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_103.jpeg,-0.425000,2
yutsil_brown_25_06_2026_22_01_frame_104.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_105.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_106.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_107.jpeg,-0.025000,2
yutsil_brown_25_06_2026_22_01_frame_108.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_109.jpeg,-0.500000,2
yutsil_brown_25_06_2026_22_01_frame_110.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_111.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_112.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_113.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_114.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_115.jpeg,-0.500000,2
yutsil_brown_25_06_2026_22_01_frame_116.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_117.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_118.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_119.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_120.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_121.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_122.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_123.jpeg,-0.100000,2
yutsil_brown_25_06_2026_22_01_frame_124.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_125.jpeg,-0.150000,2
yutsil_brown_25_06_2026_22_01_frame_126.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_127.jpeg,-0.025000,2
yutsil_brown_25_06_2026_22_01_frame_128.jpeg,-0.500000,2
yutsil_brown_25_06_2026_22_01_frame_129.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_130.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_131.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_132.jpeg,0.000000,2
yutsil_brown_25_06_2026_22_01_frame_133.jpeg,0.000000,2
