image_name,steering_angle,nav_command
yutsil_blue_28_06_2026_00_55_frame_1.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_2.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_3.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_4.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_5.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_6.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_7.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_8.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_9.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_10.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_11.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_12.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_13.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_14.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_15.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_16.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_17.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_18.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_19.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_20.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_21.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_22.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_23.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_24.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_25.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_26.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_27.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_28.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_29.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_30.jpeg,0.000000,1
yutsil_blue_28_06_2026_00_55_frame_31.jpeg,0.000000,1
