image_name,steering_angle,nav_command
yutsil_pink_25_06_2026_17_39_frame_1.jpeg,0.300000,1
yutsil_pink_25_06_2026_17_39_frame_2.jpeg,-0.025000,1
yutsil_pink_25_06_2026_17_39_frame_3.jpeg,-0.400000,1
yutsil_pink_25_06_2026_17_39_frame_4.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_5.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_6.jpeg,-0.300000,1
yutsil_pink_25_06_2026_17_39_frame_7.jpeg,-0.500000,1
yutsil_pink_25_06_2026_17_39_frame_8.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_9.jpeg,0.400000,1
yutsil_pink_25_06_2026_17_39_frame_10.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_11.jpeg,0.225000,1
yutsil_pink_25_06_2026_17_39_frame_12.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_13.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_14.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_15.jpeg,0.225000,1
yutsil_pink_25_06_2026_17_39_frame_16.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_17.jpeg,-0.025000,1
yutsil_pink_25_06_2026_17_39_frame_18.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_19.jpeg,-0.225000,1
yutsil_pink_25_06_2026_17_39_frame_20.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_21.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_22.jpeg,0.175000,1
yutsil_pink_25_06_2026_17_39_frame_23.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_24.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_25.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_26.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_27.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_28.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_29.jpeg,0.125000,1
yutsil_pink_25_06_2026_17_39_frame_30.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_31.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_32.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_33.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_34.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_35.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_36.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_37.jpeg,0.025000,1
yutsil_pink_25_06_2026_17_39_frame_38.jpeg,0.125000,1
yutsil_pink_25_06_2026_17_39_frame_39.jpeg,0.025000,1
yutsil_pink_25_06_2026_17_39_frame_40.jpeg,0.050000,1
yutsil_pink_25_06_2026_17_39_frame_41.jpeg,0.025000,1
yutsil_pink_25_06_2026_17_39_frame_42.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_43.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_44.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_45.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_46.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_47.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_48.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_49.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_50.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_51.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_52.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_53.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_54.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_55.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_56.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_57.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_58.jpeg,-0.275000,1
yutsil_pink_25_06_2026_17_39_frame_59.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_60.jpeg,0.050000,1
yutsil_pink_25_06_2026_17_39_frame_61.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_62.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_63.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_64.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_65.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_66.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_67.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_68.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_69.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_70.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_71.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_72.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_73.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_74.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_75.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_76.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_77.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_78.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_79.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_80.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_81.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_82.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_83.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_84.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_85.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_86.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_87.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_88.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_89.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_90.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_91.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_92.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_93.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_94.jpeg,-0.300000,1
yutsil_pink_25_06_2026_17_39_frame_95.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_96.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_97.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_98.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_99.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_100.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_101.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_102.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_103.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_104.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_105.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_106.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_107.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_108.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_109.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_110.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_111.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_112.jpeg,0.250000,1
yutsil_pink_25_06_2026_17_39_frame_113.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_114.jpeg,0.025000,1
yutsil_pink_25_06_2026_17_39_frame_115.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_116.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_117.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_118.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_119.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_120.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_121.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_122.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_123.jpeg,0.100000,1
yutsil_pink_25_06_2026_17_39_frame_124.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_125.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_126.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_127.jpeg,0.050000,1
yutsil_pink_25_06_2026_17_39_frame_128.jpeg,0.350000,1
yutsil_pink_25_06_2026_17_39_frame_129.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_130.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_131.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_132.jpeg,0.400000,1
yutsil_pink_25_06_2026_17_39_frame_133.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_134.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_135.jpeg,0.275000,1
yutsil_pink_25_06_2026_17_39_frame_136.jpeg,0.025000,1
yutsil_pink_25_06_2026_17_39_frame_137.jpeg,0.025000,1
yutsil_pink_25_06_2026_17_39_frame_138.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_139.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_140.jpeg,-0.050000,1
yutsil_pink_25_06_2026_17_39_frame_141.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_142.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_143.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_144.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_145.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_146.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_147.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_148.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_149.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_150.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_151.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_152.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_153.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_154.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_155.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_156.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_157.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_158.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_159.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_160.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_161.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_162.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_163.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_164.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_165.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_166.jpeg,0.350000,1
yutsil_pink_25_06_2026_17_39_frame_167.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_168.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_169.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_170.jpeg,-0.200000,1
yutsil_pink_25_06_2026_17_39_frame_171.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_172.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_173.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_174.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_175.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_176.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_177.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_178.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_179.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_180.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_181.jpeg,0.300000,1
yutsil_pink_25_06_2026_17_39_frame_182.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_183.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_184.jpeg,0.000000,1
yutsil_pink_25_06_2026_17_39_frame_185.jpeg,0.000000,1
